row,score
13469,3.2354
3241,3.2344
12055,3.2344
9557,3.234
11491,3.227
15154,3.227
2973,3.2269
9595,3.2197
14456,3.2197
6267,3.218
6748,3.2176
3244,3.2068
11157,3.2051
11056,3.1979
11640,3.1979
54,3.1969
7931,3.1969
15385,3.1969
15224,3.1907
13541,3.1835
2442,3.1826
3,3.1787
10696,3.1764
8505,3.1622
15282,3.1622
15703,3.1578
10616,3.1482
11174,3.1429
756,3.137
5243,3.1343
15348,3.1343
6774,3.1331
19342,3.1274
14424,3.1205
1084,3.1194
11034,3.1136
6778,3.1127
478,3.1091
10214,3.1068
13236,3.1068
14792,3.1068
15010,3.1068
9052,3.1026
7864,3.1021
8160,3.1021
6698,3.1
12068,3.1
9639,3.0991
528,3.0932
8939,3.0932
8573,3.0865
11470,3.0865
12698,3.0865
4251,3.0849
15244,3.0798
6855,3.0793
15046,3.0793
15426,3.0689
6683,3.0677
12394,3.0665
12003,3.0599
14546,3.0568
11742,3.0533
13528,3.0533
8185,3.053
15252,3.0512
10382,3.0456
13591,3.0402
1661,3.0401
13078,3.0272
10429,3.0127
6357,3.0079
14419,3.0079
6994,3.0073
17919,3.0049
2126,2.997
13441,2.9952
9525,2.9912
3298,2.9889
9379,2.9889
10219,2.9889
15240,2.9889
4964,2.981
5399,2.9722
1847,2.9701
11018,2.9577
1623,2.9461
8843,2.9454
15402,2.9393
7244,2.9333
8949,2.9272
9444,2.9272
10530,2.9272
14458,2.9272
1327,2.9212
15068,2.9212
273,2.8929
11439,2.8914
13519,2.8914
343,2.8898
8863,2.8855
15140,2.8855
4749,2.8824
8549,2.8796
6480,2.8772
11058,2.8738
15044,2.8738
469,2.868
2753,2.8632
11356,2.8622
14084,2.8609
15784,2.8609
7954,2.8507
13055,2.8393
10425,2.8389
6410,2.8336
601,2.8167
1678,2.815
4180,2.8111
5593,2.8103
15288,2.8056
15067,2.8
561,2.7945
10405,2.7945
12875,2.7945
14863,2.7945
11896,2.789
13556,2.789
10380,2.7781
2724,2.7777
5472,2.7764
11850,2.7726
5623,2.7696
8452,2.7685
12611,2.7672
15100,2.7618
9798,2.7565
15564,2.7504
11146,2.7503
7893,2.7458
5519,2.7425
16126,2.7424
7566,2.7405
9489,2.7405
6003,2.7378
4735,2.7339
2695,2.7323
4262,2.7242
8210,2.7143
11652,2.7143
17018,2.7102
11978,2.7091
11258,2.7067
4256,2.7039
15450,2.7039
8825,2.6971
9678,2.6971
13545,2.6936
12989,2.6885
15229,2.6884
3807,2.6877
6759,2.6834
11054,2.6834
7040,2.6784
229,2.6712
15400,2.6712
3100,2.6627
14061,2.6585
11564,2.6583
15235,2.6583
18733,2.6583
1388,2.6529
6103,2.6491
2718,2.6484
11298,2.6434
85,2.6417
2849,2.6385
5666,2.6357
7168,2.6354
6627,2.6336
11821,2.6336
15576,2.6287
11759,2.6239
6404,2.6094
15028,2.5944
12733,2.5863
1758,2.5862
2871,2.5856
10175,2.5809
9482,2.5762
13812,2.5715
2295,2.5691
15161,2.5687
13566,2.5622
14822,2.5622
4978,2.558
5116,2.5484
228,2.5455
4037,2.541
8052,2.5337
776,2.5302
2815,2.5302
3168,2.5257
8237,2.5257
14502,2.5095
10037,2.5078
12263,2.5027
6391,2.4913
15249,2.4902
7923,2.4885
3360,2.4804
15031,2.4772
1747,2.4728
11777,2.4728
10734,2.4515
12199,2.4515
1145,2.4472
14810,2.4472
6099,2.4403
11395,2.4221
6220,2.4098
5281,2.4002
1701,2.3976
7608,2.3976
2742,2.3958
6257,2.3775
4727,2.3765
6854,2.3765
6336,2.3695
8920,2.3538
784,2.3306
10672,2.3159
7239,2.3153
15357,2.3078
14314,2.3041
6685,2.3007
11990,2.2972
5285,2.2828
7073,2.2818
6095,2.2531
821,2.2528
2251,2.2492
14823,2.2492
15414,2.2386
5170,2.2367
519,2.2324
12136,2.2315
4852,2.228
11046,2.228
15367,2.2245
7463,2.214
838,2.2092
14683,2.1902
6262,2.1767
1544,2.1734
1855,2.1667
2233,2.1655
2264,2.1536
2266,2.1536
18936,2.1214
13844,2.1182
1556,2.115
435,2.1025
15213,2.1025
7481,2.0963
5210,2.0839
7771,2.0813
4254,2.0724
10343,2.0419
13069,2.0273
1480,2.0244
201,2.0101
