row,score
20942,8.5692
16263,8.5689
10867,8.564
19758,8.5637
894,8.5575
11248,8.5541
1346,8.5443
17045,8.541
15795,8.5392
10240,8.5381
15977,8.5222
11473,8.5195
3332,8.5178
8417,8.5125
19182,8.508
215,8.5071
17026,8.4925
19202,8.4879
2139,8.4871
16142,8.4782
5280,8.4679
4229,8.4554
17722,8.4548
17567,8.4533
20322,8.4493
3138,8.4433
19701,8.443
20594,8.4428
7661,8.4406
12814,8.4402
2175,8.4384
1470,8.4368
19119,8.4334
3510,8.4263
4816,8.4219
6592,8.4189
20767,8.4162
4991,8.4143
12792,8.408
18210,8.3987
10469,8.3918
10004,8.3872
19091,8.3785
6500,8.3732
2071,8.3726
17844,8.3689
319,8.3632
10570,8.3604
6992,8.356
12790,8.3555
14022,8.3491
11689,8.3418
17667,8.3416
11308,8.3218
19918,8.3167
11551,8.3097
5989,8.3082
16238,8.2964
1766,8.2945
1872,8.2919
8549,8.2898
14286,8.2816
12321,8.2743
20918,8.2736
6092,8.2662
10946,8.257
3470,8.256
14068,8.2501
9109,8.2456
18323,8.2449
11397,8.2423
4182,8.2156
4217,8.2097
18215,8.2056
18705,8.2035
18823,8.1928
295,8.1904
788,8.1883
13251,8.1701
19778,8.166
20287,8.1421
2265,8.131
13715,8.1289
6407,8.1265
15648,8.1189
19050,8.1098
16410,8.1075
5525,8.1053
13416,8.0974
11825,8.0937
4934,8.0888
3769,8.0829
6267,8.0813
7941,8.0764
493,8.0738
16913,8.0704
15014,8.0703
19648,8.0679
13244,8.0676
19322,8.0675
20722,8.0671
15940,8.0599
18826,8.0585
3354,8.057
2079,8.056
14679,8.0515
4689,8.0482
10012,8.0443
2606,8.0442
17588,8.0392
6653,8.0301
8856,8.027
73,8.0269
13889,8.0262
14177,8.0232
13554,8.0118
17545,8.0045
2945,8.0037
13255,7.986
19968,7.9855
19586,7.9819
15221,7.9781
10253,7.9748
109,7.9684
12373,7.9663
10445,7.9655
3436,7.961
16842,7.9597
3190,7.9588
361,7.9562
10901,7.9439
13663,7.941
1481,7.9358
15786,7.9352
2003,7.9347
19589,7.9333
5923,7.9295
1885,7.9274
1149,7.9229
12786,7.9139
17279,7.9109
15765,7.9106
6100,7.9081
5713,7.9076
18268,7.9046
18419,7.9025
5113,7.8938
9333,7.8924
1473,7.8923
28,7.8893
2202,7.8837
20873,7.8837
2621,7.8726
15352,7.872
15019,7.8719
11046,7.8638
1866,7.8625
19427,7.8602
20589,7.8598
1710,7.8555
3475,7.8531
14635,7.8521
10709,7.8503
20496,7.8463
14270,7.8454
1638,7.8393
12738,7.8391
13508,7.8389
18633,7.8382
18462,7.8361
13435,7.8359
2000,7.8351
15337,7.8341
13004,7.8271
687,7.8263
3210,7.8257
1125,7.821
18216,7.8206
9733,7.8189
19196,7.8168
8637,7.8155
5565,7.8102
18908,7.8057
18956,7.8057
10405,7.8008
10501,7.7914
2302,7.7895
8726,7.7888
11175,7.7864
6147,7.7825
2134,7.7817
7106,7.7787
17972,7.7763
621,7.7696
16300,7.7691
16544,7.7649
13927,7.7634
15943,7.7616
9034,7.7608
7394,7.7567
9105,7.7564
19093,7.7564
7194,7.7537
8315,7.7515
10162,7.7462
16192,7.7458
13646,7.7431
14963,7.7404
703,7.7392
2941,7.7373
10144,7.7191
610,7.7184
19139,7.7148
856,7.7144
4772,7.7102
6360,7.7083
1926,7.7082
3486,7.7015
10780,7.6957
18307,7.6849
353,7.6838
2929,7.6824
17622,7.679
15796,7.6767
20657,7.6718
554,7.6696
2126,7.668
10383,7.6629
8328,7.6626
16899,7.6606
17341,7.6589
766,7.6539
17767,7.6437
2869,7.6353
20432,7.6305
19951,7.6194
17064,7.6192
11303,7.6159
3480,7.6125
1890,7.6099
18228,7.6082
20888,7.5973
9886,7.5932
2300,7.5796
5227,7.5734
11548,7.5689
19756,7.5659
20254,7.5601
5552,7.5498
10885,7.5482
19349,7.5448
7058,7.5382
17151,7.5284
18476,7.5277
20333,7.5224
18755,7.5217
9206,7.5188
18942,7.5139
2425,7.5135
15041,7.5118
20790,7.5118
2323,7.5073
9439,7.5058
19241,7.5035
18758,7.5031
18050,7.4881
4008,7.4875
16447,7.4811
9704,7.4809
9284,7.48
12614,7.4793
9546,7.4768
14930,7.4761
17990,7.4717
9588,7.4685
10425,7.4675
20796,7.4673
17387,7.4671
9817,7.4666
17791,7.4658
3513,7.4656
10850,7.459
9346,7.4549
20025,7.4436
14013,7.4407
13689,7.4368
20145,7.4332
18548,7.4306
4471,7.4219
1965,7.4181
20635,7.4167
3472,7.4129
13667,7.4054
12299,7.4049
6745,7.3983
5346,7.3892
17544,7.3889
5023,7.3859
16980,7.3855
8294,7.3795
17122,7.3768
17924,7.3757
2119,7.3721
17483,7.3713
9721,7.368
17237,7.3665
18637,7.3637
19673,7.3628
14475,7.3603
10422,7.3598
15726,7.3559
14340,7.3545
16762,7.3427
16879,7.3344
1655,7.3294
18901,7.3271
15149,7.3205
2581,7.3106
18769,7.3093
18152,7.3083
20870,7.3075
20737,7.3067
19318,7.3064
9929,7.3027
459,7.2855
9192,7.2749
7433,7.2748
18356,7.2739
19130,7.2734
18688,7.2723
17501,7.2688
9925,7.2668
17229,7.257
2116,7.2533
2106,7.2531
12479,7.2514
13629,7.2502
1896,7.2486
2016,7.245
865,7.2424
14079,7.2421
18707,7.2416
20946,7.2376
19707,7.2365
17850,7.233
6996,7.2319
12084,7.2294
10250,7.228
17121,7.2195
2038,7.2162
9118,7.2136
