id,score
13624,0.15756771943166706
13645,0.14509525002200233
16132,0.14411533842457844
4609,0.12566761606227736
16126,0.11322770341445956
3075,0.11208395991555507
15194,0.10846522890932807
15077,0.10540925533894598
12009,0.09290455523851009
6332,0.09071147352221452
2221,0.0887550658091321
7392,0.08743172062947685
16523,0.08445389257392413
13640,0.08251369970070348
6882,0.08008012020035063
14503,0.07905694150420949
2783,0.07703288865196432
16930,0.07547319081399413
11246,0.07280885409501965
12653,0.07219228756844336
16212,0.07209372509105905
13822,0.07161148740394327
4338,0.0715015694766752
16287,0.06859943405700353
13849,0.06829877767625106
9223,0.06670785707323271
13403,0.06579226328472983
15695,0.06575959492214291
16769,0.06558258357839529
15626,0.06454972243679029
2873,0.06438227799796505
12467,0.06381534447172756
13390,0.0635850784457874
1506,0.06355133525935684
14347,0.0632231111115131
10930,0.06294414297380506
5700,0.062284109890304966
7497,0.06179946449104214
11211,0.06063390625908324
16289,0.06032420898137438
2976,0.060002449129539566
14666,0.05856069741052554
6866,0.05805847497871376
12573,0.05725983343138682
6334,0.05661889278748618
4985,0.05639336852976842
13165,0.05623215571155332
8619,0.056121353326631374
13057,0.055956371039253286
11875,0.05580489988532434
11288,0.055727821257535275
3065,0.05516439735389509
11754,0.05510039138635759
14291,0.055048188256318034
11926,0.054955747908548375
8043,0.05474944823099742
13928,0.05465215298199608
8140,0.054590589393512925
8163,0.05441071875825087
15319,0.054232614454664034
8533,0.053853802266520465
15238,0.05345224838248487
4456,0.053203439048440826
12399,0.0528885885347945
13208,0.05270462766947299
15092,0.05270462766947299
16397,0.05270462766947299
12252,0.05261700561773909
9603,0.0522422974410716
15106,0.051298917604257706
11872,0.05098311463945048
12269,0.05056498968474315
13656,0.05056498968474315
9376,0.05055601391655586
9069,0.04999999999999999
14993,0.04999999999999999
14674,0.049965313904947815
5499,0.04993069989739546
14233,0.04942416505721724
11065,0.04923659639173309
2689,0.049120959199793465
2210,0.04887588386810534
15301,0.04879500364742665
7135,0.04852460400309203
13116,0.04840047674704395
16588,0.04822428221704121
1555,0.04810015258461493
13908,0.04782554451485864
10438,0.04749356901459777
14820,0.04714863831726145
9164,0.047015244813953735
651,0.04666753088820375
9837,0.04651302547095317
14662,0.04648509810399775
11252,0.0464839820554014
8117,0.04624972900628802
11091,0.04606534397048787
9491,0.04582289310823138
4143,0.04571686947222913
11932,0.04561385959613784
13323,0.04513702962229503
2717,0.04483358396622203
16636,0.04482907875755204
3552,0.044721359549995794
12559,0.044693434876932725
13115,0.04450823033275315
16602,0.04432905934241563
15327,0.044280744277004756
1403,0.04423258684646914
4588,0.044172610429938614
12434,0.04411883973389056
14586,0.0440890518432933
6116,0.043899827571571445
7615,0.04385290096535146
4343,0.04343722427630693
12396,0.04341163533489543
16306,0.04287464628562721
3192,0.04285714285714286
8761,0.041870701931355336
2465,0.04186244621455861
6604,0.04184137043778614
8709,0.041771043384511625
9737,0.041771043384511625
5642,0.041635054819416505
16450,0.04161251892882395
9368,0.04152273992686998
9466,0.04152273992686998
13379,0.04150038582569296
10497,0.04136455748548003
10911,0.04134491152973615
12408,0.04134491152973615
1493,0.04116934847963091
7706,0.04113063728303113
13004,0.04113063728303113
9684,0.040635636500058185
15419,0.0404888165089458
661,0.04041119295602435
11921,0.04030569111753443
10906,0.040242181829276684
12091,0.04016096644512494
12395,0.04016096644512494
9601,0.04011605871952276
9076,0.03984095364447979
14912,0.03972725954869593
230,0.03961700047274401
3548,0.03952847075210474
664,0.03951703807775076
15483,0.03945149215762358
9464,0.039054604778857936
7009,0.038851434494290564
1211,0.03882901373576604
3603,0.03869825593259907
6147,0.038525706426470976
13035,0.038525706426470976
